,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,0.1
993,0,0.3,0,0,9,51,3,43,49.68,1185.24,1029.46,0.23,0,40,100,45,0
1531,6.761571547,0.17735857,9.00514291,2.248714273,5.502571455,28.00514291,2.492285636,27.76671446,33.96156313,546.7431119,573.1683385,0.376432846,9.751285727,23.75642864,77.26928591,58.54371473,1
220,6,0.07,2,2,1,7,1,27,32.9,659.89,625.16,0.5,2,7,95,48,0
331,1,0.04,0,0,1,1,1,23,52.34,499.87,686.26,1,0,2,87,30,1
926,7,0.3,2,3,2,8,3,8,16.55,94.02,167.37,1,3,7,24,31,0
185,6,0.12,4,2.5,3,17,3,29,52.95,922.38,937.57,0.75,5,15,125,53,0
381,37,0.1,0,0,2,20,1,25,33.43,679.7,639.53,0.33,0,19,66,91,0
1277,14,0.21,2,3,2,9,3,12,16.35,517.23,390.14,1,3,8,48,49,0
261,0,0.33,0,0,1,1,1,2,9.05,2,18.09,1,0,2,5,6,0
1420,0,0.5,0,0,5,26,1,12,22.66,262.35,327.09,0.17,0,22,56,19,0
1027,7,0.15,6,2,2,15,1,26,24.57,296.09,361.88,0.25,6,13,53,46,0
1435,0,0.11,2,2,1,7,1,19,14.66,1685.53,666.8,0.5,2,7,121,22,0
1450,8.014935468,0.135522741,8,2,5.05974187,25.61201601,1,51.02987094,32.82554303,2279.404521,1160.434037,0.144178549,8,19.5672096,131.3431776,90.17922561,1
135,0,0.43,0,0,2,9,3,7,12.97,16.61,62.27,1,0,8,10,9,0
1461,0,0.33,0,0,1,6,1,6,16.07,18.08,72.34,0.5,0,6,14,9,0
490,0,0.38,0,0,12,88,11,46,37.9,3654.67,1579.02,0.58,0,71,154,54,0
527,10.48382712,0.072388149,2.206469151,2.051617288,2,14.69029627,1.206469151,29.7611851,49.90477355,368.5408301,570.9925641,0.525808644,2.309703726,14.48382712,56.24501222,64.41913562,1
1548,26,0.06,2,3,2,14,3,50,79.97,1769.4,1595.93,1,3,13,159,128,0
774,3.32105395,0.132385947,2,2,2,8.559648683,1,10,23.94505996,182.8697024,276.679745,0.5,2,8.559648683,37.60526975,27.84386448,1
67,0,0.29,2,2,1,7,1,7,11.44,72.99,122.62,0.5,2,7,15,12,0
383,5.975336016,0.13987668,3.975336016,2,3.012331992,13.02466398,1,20.11098793,30.41865457,388.6131135,461.2769254,0.329013441,3.975336016,12.01233199,60.95067203,38.1603159,1
1252,0,0.24,0,0,5,21,1,21,23.75,294.21,354.63,0.2,0,18,41,25,0
309,8.962541868,0.024351589,5.740635467,2,1.564841133,17.96254187,1,178.1584865,171.9196866,28418.30219,9336.928207,0.273429347,5.740635467,16.09222413,809.2910111,236.0173079,1
1212,13.47408328,0.160533499,12.94816656,2,3.789633312,34.63261653,1,33.42073338,65.05404474,1883.409469,1481.553635,0.151036669,12.94816656,29.15853325,168.0563828,81.26523306,1
976,7.148031985,0.19111024,8.370079961,2.489637761,2,22.9251999,1.074015992,33.29606397,15.69235214,1678.111657,676.3633344,0.14407088,10.37007996,17.74015992,93.8866237,55.88819191,1
940,23.66339442,0.119497248,12.82403678,2.04874312,6.924587189,51.26119277,2.462293595,51.95954152,81.1441843,2545.323227,1927.531367,0.288994496,13.31146797,45.36174318,208.0306417,118.0852295,1
1539,9,0.13,0,0,1,3,1,7,20.94,18.61,83.76,1,0,4,14,23,0
869,0,0.33,0,0,1,1,1,3,10.8,3.75,27,1,0,2,6,5,0
718,12,0.32,8,2.75,3,24,5,23,18.33,1166.68,620.46,0.63,11,18,79,54,0
415,12,0.15,2,2,2,7,1,10,18.36,106.13,187.3,0.5,2,7,25,44,0
1098,0,1,2,3,1,6,1,2,9.49,6.46,33.22,0.5,3,6,7,4,0
1040,15,0.07,0,0,1,5,1,12,38.33,65.39,212.4,1,0,6,31,38,0
29,9,0.1,10,2.2,4,30,5,27,35.15,3184.9,1419.56,0.71,11,25,152,93,1
367,4.267740668,0.24172399,6.178493778,2.217849378,1.363082296,19.62472822,1,9.452329186,27.46494992,580.838394,535.7587985,0.250121895,7.267740668,16.44623445,72.73225933,34.44013971,1
1421,0,0.2,0,0,1,2,1,5,13.32,9.06,46.6,1,0,3,8,8,0
485,0,0.25,4,2,2,9,1,11,15.97,108.3,176.42,0.33,4,8,22,17,1
631,6.044508167,0.212225408,6.089016333,2.170375681,2,15.49652994,1,9.184972778,25.90856668,241.1847812,335.3472389,0.275104102,6.770519056,12.77051906,45.54797822,36.1335245,1
602,10,0.07,2,2,2,16,1,28,49.24,438.88,623.68,0.5,2,16,61,61,1
350,9,0.32,12,2.5,5,32,7,28,22.91,1268.67,723.31,0.7,15,24,94,60,0
818,0,0.15,0,0,2,9,1,13,15.26,161.78,210.83,0.5,0,9,31,20,0
1342,0,0.5,0,0,4,21,1,10,19.67,194.94,262.71,0.2,0,18,46,18,0
366,1,1,0,0,1,1,1,1,0,0,0,1,0,2,1,4,0
1108,18.87011277,0.141839703,24.61902672,2.074978279,6.686142436,58.79865285,2.874456974,89.15595246,35.15144613,13908.08685,2855.080902,0.208160297,25.55625521,46.551911,304.2278513,147.5823204,1
598,0,0.04,0,0,1,4,1,25,22.57,1347.86,740,1,0,5,97,35,0
1213,8,0.24,6,2.33,18,58,1,79,29.08,4593.11,1550.56,0.05,7,41,181,122,0
427,0,0.33,0,0,1,2,1,2,9.05,2,18.09,1,0,3,5,6,0
679,0,0.36,0,0,1,14,1,11,17.43,146.01,214.05,0.25,0,12,31,14,0
964,0.682152116,0.277286085,0,0,1,1,1,2.658923942,10.70002377,4.546124676,29.55662489,1,0,2,7,8.658923942,1
413,5.225043509,0.148082318,0.516637661,0.25831883,1.129159415,7.129159415,1,7.387478245,28.9465496,25.0819571,114.2163085,0.913463192,0.516637661,7.870840585,18.48336234,27.3209276,1
743,3.385079514,0.08770159,2.385079514,1.192539757,1,8.155238542,1,18.82611085,41.75620966,495.1415799,607.057472,0.600499181,2.385079514,7.962698785,79.24849158,40.13658793,1
1398,7.366192661,0.26901422,8.049288992,3.212325458,3.366192661,28.75702982,4.950711008,29.70774083,27.13851113,791.2227912,581.9911302,0.551162729,12.0246445,21.75702982,76.29573395,54.95418579,1
678,0,0.5,0,0,1,1,1,2,10.75,9.56,43.02,1,0,2,8,4,0
1176,1,0.36,0,0,3,18,3,14,25.3,156.79,267.19,0.6,0,15,29,17,0
982,0.934821135,0.185977683,3.86964227,2,1,9.271873972,1,12.73928454,16.63701739,186.9452196,236.2734079,0.383147358,3.86964227,8.337052837,36.06517887,23.47856908,1
1029,8,0.05,0,0,1,11,1,11,118.03,66.71,376.47,1,0,12,37,134,0
1068,3,0.06,0,0,1,2,1,15,19.12,302.98,322.91,1,0,3,41,30,0
1061,37.93194811,0.143106494,15.63490912,2.091417143,3,37.10088317,1,51,30.87454009,6756.820849,1750.998548,0.130544415,16.46597405,29.45236368,204.7381816,138.6813508,1
479,0,0.6,0,0,3,10,1,5,13.34,74.13,133.44,0.33,0,9,22,6,0
1261,2.761023991,0.195661439,5.522047982,2,1,13.04409596,1,18,13.23939017,155.574612,191.1521057,0.269118081,5.522047982,11.28307197,28.01849619,28,1
44,6.872286605,0.149056751,6.711184692,1.677796173,1.838898086,16.10016556,1,24.67779617,25.25198079,502.487362,467.9787179,0.328881531,6.711184692,13.74457321,56.79966889,53.48914642,1
941,5,1,0,0,1,1,1,1,0,0,0,1,0,2,1,8,0
244,2,0.18,2,2,1,6,1,11,14.74,111.48,172,0.5,2,6,29,21,0
1514,0,0.17,0,0,1,4,1,6,15.36,15.06,64.53,1,0,5,12,8,0
730,0,0.3,0,0,1,10,1,10,17.36,580.9,426.06,0.33,0,9,55,16,0
1385,0,0.3,0,0,1,12,1,10,12.81,85,140,0.33,0,11,18,12,0
1278,10.73371622,0.188089768,11.63820464,2.108538609,3.819102318,28.18089768,1,37.19102318,22.10308147,1015.839651,635.5593231,0.13457307,12.18089768,22.81910232,76.72359073,65.65845562,1
115,9.604813842,0.163951862,9.736542561,2.06586436,5.473085122,23.73654256,1,34.73654256,31.535128,1670.592,965.8482384,0.166048138,10,19.60481384,131.8087502,58.47308512,1
1280,12.41767694,0.188711203,22.25775944,2.267422406,8.35560139,61.12887972,9.226721669,52.67543638,33.27974898,4575.98202,1653.63382,0.615870517,25.25775944,48,191.4487147,106.5107903,1
1165,4,0.11,2,2,2,8,1,16,26.74,244.64,343.13,0.5,2,8,51,30,1
819,1,0.1,0,0,1,2,1,10,21.06,81.71,176,1,0,3,31,19,0
1169,4.300073101,0.151599415,4.159941519,2,1,10.23991228,1,16.07997076,19.4056345,181.9483348,251.9575782,0.365003655,4.159941519,9.159941519,35.92002924,32.46001462,1
584,35,0.16,24,2.25,9,59,8,95,50.7,4010.59,1913.13,0.5,27,45,219,166,0
1007,0,0.33,0,0,1,1,1,3,9,4.5,27,1,0,2,7,8,0
274,14,0.1,0,0,1,3,1,8,22.75,124.3,225.62,1,0,4,31,32,0
78,8,0.23,10,2.2,3,26,6,25,19.62,2187.45,878.89,0.86,11,21,106,57,0
1349,4.195865117,0.110025843,1.201033721,1.201033721,1.60051686,7.597932558,1,13.0025843,32.23847401,47.41303864,163.8291693,0.69974157,1.201033721,7.997415698,26.59534826,28.99224709,1
1432,1,0.25,0,0,1,3,1,4,19.03,17.63,77.71,1,0,4,14,12,0
1492,2.226336944,0.150631015,4,2,2.484224629,11.48422463,1,19.67901083,21.45154951,233.6537983,300.2547825,0.33,4,10.48422463,43.42112315,32.87379703,1
259,5,0.11,2,2,2,8,1,10,33.28,183.67,331.71,0.5,2,8,46,34,1
781,8,0.17,8,2,2,19,1,25,20.05,502.99,426.06,0.2,8,16,51,58,1
1352,0,0.5,0,0,1,1,1,2,10.57,5.28,31.7,1,0,2,7,4,0
15,10.23650954,0.139087261,8,2.463691079,6.526980914,31.76349046,5.327783401,57.3277834,38.87102111,2359.822493,1283.760322,0.652611842,9.854764315,24.61825477,155.0040124,99.52698091,1
601,7.635979849,0.088451859,6.744763729,2,3.58158791,29.2719597,1,32.12550731,39.79012339,3180.156648,1508.657145,0.391924826,6.744763729,26.89957783,182.9706932,61.56064282,1
1033,0,0.2,0,0,1,2,1,5,8.51,30.27,68.11,1,0,3,11,7,0
324,10,0.17,0,0,1,5,1,6,29.7,18.33,98.99,1,0,6,14,25,0
620,0,1,0,0,1,1,1,0,0,0,2,1,0,2,2,1,0
433,0,0.18,2,2,3,13,1,17,33.91,129.32,280.94,0.33,2,12,34,21,0
497,24.96065094,0.108310196,30.49305878,2.052986118,4.649305878,101.9595018,2.766203919,104.1573962,98.71538096,33168.96129,7543.86083,0.179872667,31.37616074,86.82987046,626.8483494,216.883102,1
785,4.466539741,0.090446137,1.022306839,1.022306839,1,4.555767099,1,12.64499446,40.8756145,212.9535745,384.7269816,0.74442329,1.022306839,5.044613679,47.08922736,30.53346026,1
1226,4.745445841,0.117116833,7.423366675,2,2,21.77920834,1,32.93247499,34.21909396,1076.748358,814.2096863,0.195766333,7.423366675,18.42336668,98.05197914,60.49089168,1
1204,0,0.43,0,0,13,71,1,30,37.1,1288.06,927.4,0.08,0,60,89,35,0
566,0,0.5,0,0,1,2,1,2,9.83,2.18,19.65,1,0,3,4,4,0
1131,3,0.13,4,2,3,12,1,22,22.3,235.9,307.7,0.33,4,11,46,37,1
411,24.79702061,0.20009115,11.78790558,2.663546017,3.442418884,40.35460172,7.893952791,37.23032447,42.98416231,3462.84166,1621.381546,0.663454867,15.90306781,30.68185837,176.2816815,112.7000884,1
361,6.177394007,0.18467818,7.733908989,2,2.955651498,20.77825749,1,25.13304551,28.95151869,443.7060401,479.8066669,0.213304551,7.733908989,17.911303,55.26609101,41.88697004,1
1101,13,0.2,16,2.13,4,38,1,48,37.58,1609.77,1043.45,0.1,17,30,114,79,0
1140,0,0.5,0,0,1,3,1,2,13.2,41.25,98.99,1,0,4,20,5,0
836,28.15418141,0.186992397,31.49619872,2.035770907,2.325190064,76.41530672,1,81.36644711,24.99993413,11358.36677,2260.362765,0.063007603,31.82138878,61.3420173,240.9847949,145.9511404,1
943,12,0.29,2,2,2,6,1,7,14.1,22.84,76.15,0.5,2,6,14,25,0
1392,4,0.2,0,0,5,16,1,25,26.68,750.4,600.32,0.2,0,13,78,48,0
1295,11,0.45,0,0,17,108,22,62,46.13,5118.24,2061.61,0.79,0,82,185,82,0
526,1.23977214,0.174795443,2.47954428,2,1.47954428,7.438632841,1,11.95908856,22.83883998,137.0329829,237.3602175,0.459238736,2.47954428,7.198860701,34.84205074,21.71931642,1
905,0,0.5,0,0,3,16,1,8,14.27,162.07,204,0.25,0,14,38,15,0
56,10,0.01,0,0,1,1,1,96,372.88,5947.75,6318.27,1,0,2,552,158,0
73,12.15992079,0.148565125,19.23767502,2,2.127054164,58.36472918,1,59.60681653,40.2297318,7324.522569,2238.463231,0.095082167,19.23767502,49.74589167,211.013237,110.0865789,1
394,5,0.1,0,0,1,8,1,7,33.33,54,180,1,0,9,27,29,1
1229,0,0.33,2,2,1,7,1,6,9.79,111.22,140,0.5,2,7,22,8,0
582,14.61031104,0.135354771,19.07871375,2.109018873,8.07871375,53.46452292,2.228381666,49.1574275,59.11417308,3347.94209,1878.270245,0.182128625,19.84645229,44.1574275,187.8542119,126.7716183,1
712,13.56617817,0.179812101,20,2.039624202,3.584968076,62.16993615,2.981210095,51.81127394,65.02513907,6784.8921,2629.247726,0.252459228,20.39624202,52.77369413,232.1715902,100.1699362,1
43,11.52536912,0.141522147,10.1014765,2,4,25.62684562,1,39.47463088,27.11018795,970.1989125,683.9160406,0.168477853,10.1014765,21.57610737,89.7642954,70,1
1519,10,0.16,10,2,6,24,1,35,34.2,1669.99,1013.92,0.17,10,20,138,59,1
621,2,0.19,6,3,2,24,5,29,22.98,661.68,523.19,0.71,9,19,59,48,1
918,0,0.5,0,0,2,11,1,6,17.3,16.95,72.65,0.33,0,10,14,8,0
247,0,0.2,0,0,1,5,1,5,20.77,78.53,171.33,1,0,6,23,9,0
101,1,0.139676618,2,2,1,6.754042272,1,14.2782959,23.14258705,138.2536069,239.9664147,0.5,2,6.754042272,39.24595773,24.2782959,1
432,7,0.13,2,2,1,12,1,15,35.9,178.95,340.06,0.5,2,12,39,40,0
599,0,0.25,0,0,1,3,1,4,16.5,3.67,33,1,0,4,7,10,0
107,7.824267002,0.09702932,6,2.058870554,3.087866499,18.2635995,1.351465997,20.2635995,40.13572553,648.4747168,683.2046599,0.30096257,6.175732998,16.0878665,78.68200251,66.47280101,1
493,0,0.3,2,3,1,8,3,10,12.94,93,147.16,1,3,7,20,13,0
1443,0,1,0,0,1,1,1,0,0,0,0,1,0,2,0,6,0
1322,9.774548624,0.136176637,6.156884928,2,4.078442464,22.93143355,1,26.31376986,44.37906637,447.0680217,589.7565118,0.25990124,6.156884928,20.85299109,64.85299109,57.01975203,1
429,6.367315107,0.239437741,7.367315107,2.210457194,2.158171223,17.89280144,1,8.530739572,25.01068866,238.9895116,327.9123089,0.195307396,8.209143884,14.36731511,43.47451367,38.68365755,1
1447,21,0.16,0,0,8,61,7,76,57.88,4904.75,2260.51,0.54,0,50,243,119,0
1388,2,0.33,0,0,1,1.334905615,1,2,9.87745271,4.938726355,29.63570719,1,0,2.334905615,7.334905615,9.004716844,1
